Name,onine_since,Image,categories,Category,Sub-category,Designer,Condition,Material,Color,Size,Location,Reference,Price,price_with_discount,Link
Niki leather crossbody bag Saint Laurent Beige in Leather - 42444443,2024-03-19,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-leather-niki-saint-laurent-handbag-42444443-1_2.jpg",Women,Bags,Handbags,Saint Laurent,Niki,Good condition,Leather,Beige,Vintage,"United States, from the seller luxedh","$1,665","$1,499",https://www.vestiairecollective.com/women-bags/handbags/saint-laurent/beige-leather-niki-saint-laurent-handbag-42444443.shtml
Leather handbag Loewe Brown in Leather - 42498181,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-loewe-handbag-42498181-1_1.jpg",Women,Bags,Handbags,Loewe,Good condition,Leather,Brown,Vestiaire Collective United States,42498181,,$540,,https://www.vestiairecollective.com/women-bags/handbags/loewe/brown-leather-loewe-handbag-42498181.shtml
Tweed jacket Alice & Olivia Pink size L International in Tweed - 42812786,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-tweed-alice-olivia-jacket-42812786-1_2.jpg",Women,Clothing,Jackets,Alice & Olivia,Very good condition,Tweed,Pink,L International,"United States, from the seller Cyntia",42812786,$141.90,,https://www.vestiairecollective.com/women-clothing/jackets/alice-olivia/pink-tweed-alice-olivia-jacket-42812786.shtml
Lindy leather handbag Hermès Orange in Leather - 42812970,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/orange-leather-lindy-hermes-handbag-42812970-1_2.jpg",Women,Bags,Handbags,Hermès,Lindy,Very good condition,Leather,Orange,"United States, from the seller Leilei",42812970,"$5,500",,https://www.vestiairecollective.com/women-bags/handbags/hermes/orange-leather-lindy-hermes-handbag-42812970.shtml
Jacket Fusalp Black size S International in Polyester - 42723829,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-polyester-fusalp-jacket-42723829-1_2.jpg",Women,Clothing,Jackets,Fusalp,Very good condition,Polyester,Black,S International,"United States, from the seller E",42723829,$495,,https://www.vestiairecollective.com/women-clothing/jackets/fusalp/black-polyester-fusalp-jacket-42723829.shtml
Neverfull leather handbag Louis Vuitton Purple in Leather - 42731040,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/purple-leather-neverfull-louis-vuitton-handbag-42731040-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Neverfull,Very good condition,Leather,Purple,"United States, from the seller Coco",42731040,"$1,390",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-leather-neverfull-louis-vuitton-handbag-42731040.shtml
Venus silk mini dress Réalisation Red size M International in Silk - 39846549,2023-12-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-silk-venus-realisation-dress-39846549-1_2.jpg",Women,Clothing,Dresses,Réalisation,Venus,Never worn,Silk,Red,M International,"United States, from the seller Noor",$128.51,,https://www.vestiairecollective.com/women-clothing/dresses/realisation/red-silk-venus-realisation-dress-39846549.shtml
Straight jeans Khaite Blue size 26 US in Denim - Jeans - 37718139,2023-10-19,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-denim-jeans-khaite-jeans-37718139-1_2.jpg",Women,Clothing,Jeans,Khaite,"Never worn, with tag",Denim - Jeans,Blue,26 US,"United States, from the seller Chaya",37718139,$328.90,$288.20,https://www.vestiairecollective.com/women-clothing/jeans/khaite/blue-denim-jeans-khaite-jeans-37718139.shtml
Samba leather trainers Adidas Green size 36.5 EU in Leather - 42812705,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-leather-samba-adidas-trainers-42812705-1_2.jpg",Women,Shoes,Trainers,Adidas,Samba,"Never worn, with tag",Leather,Green,36.5 EU,"France, from the seller ali",$220.52,,https://www.vestiairecollective.com/women-shoes/trainers/adidas/green-leather-samba-adidas-trainers-42812705.shtml
Oversize leather trainers Alexander McQueen White size 8.5 US in Leather - 40541135,2024-01-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-oversize-alexander-mcqueen-trainers-40541135-1_3.jpg",Women,Shoes,Trainers,Alexander McQueen,Oversize,Very good condition,Leather,White,8.5 US,"United States, from the seller carine",$291.50,$255.20,https://www.vestiairecollective.com/women-shoes/trainers/alexander-mcqueen/white-leather-oversize-alexander-mcqueen-trainers-40541135.shtml
Trousers Rick Owens Drkshdw Black size 34 UK - US in Cotton - 42752258,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-rick-owens-drkshdw-trousers-42752258-1_2.jpg",Men,Clothing,Trousers,Rick Owens Drkshdw,"Never worn, with tag",Cotton,Black,"United States, from the seller andrew",42752258,,$935,,https://www.vestiairecollective.com/men-clothing/trousers/rick-owens-drkshdw/black-cotton-rick-owens-drkshdw-trousers-42752258.shtml
Slim jean Brunello Cucinelli Blue size 46 FR in Cotton - 42660966,2024-03-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-brunello-cucinelli-jeans-42660966-1_1.jpg",Men,Clothing,Jeans,Brunello Cucinelli,Good condition,Cotton,Blue,46 FR,Vestiaire Collective United States,42660966,$121,,https://www.vestiairecollective.com/men-clothing/jeans/brunello-cucinelli/blue-cotton-brunello-cucinelli-jeans-42660966.shtml
Shirt Balmain White size 12 ans - XS FR in Cotton - 40437853,2024-01-16,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-balmain-top-40437853-1_2.jpg",Kids,Girls,Tops,Balmain,Very good condition,Cotton,White,12 ans - XS FR,"United States, from the seller Michelle",40437853,$192.50,$168.30,https://www.vestiairecollective.com/kids-girls/tops/balmain/white-cotton-balmain-top-40437853.shtml
Earrings Dior Gold in Gold plated - 42225141,2024-03-12,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-dior-earrings-42225141-1_2.jpg",Women,Jewellery,Earrings,Dior,Very good condition,Gold plated,Gold,Vintage,"United States, from the seller Lauren",42225141,$275,,https://www.vestiairecollective.com/women-jewellery/earrings/dior/gold-gold-plated-dior-earrings-42225141.shtml
Jacket Off-White Black size 12 years - XS UK in Cotton - 42319938,2024-03-15,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-off-white-jacket-coat-42319938-3_4.jpg",Kids,Boys,Jackets & Coats,Off-White,"Never worn, with tag",Cotton,Black,12 years - XS UK,"United States, from the seller Stella",42319938,$440,,https://www.vestiairecollective.com/kids-boys/jackets-coats/off-white/black-cotton-off-white-jacket-coat-42319938.shtml
Leather small bag Bottega Veneta Black in Leather - 41830182,2024-02-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-bottega-veneta-small-bag-41830182-1_2.jpg",Men,Bags,"Small bags, wallets & cases",Bottega Veneta,"Never worn, with tag",Leather,Black,"United States, from the seller camila",41830182,,$286,$257.40,https://www.vestiairecollective.com/men-bags/small-bags-wallets-cases/bottega-veneta/black-leather-bottega-veneta-small-bag-41830182.shtml
Gg marmont leather crossbody bag Gucci Red in Leather - 40067438,2024-01-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-gg-marmont-gucci-handbag-40067438-1_3.jpg",Women,Bags,Handbags,Gucci,GG Marmont,Never worn,Leather,Red,"United States, from the seller Vanessa",40067438,"$1,072.50",$939.40,https://www.vestiairecollective.com/women-bags/handbags/gucci/red-leather-gg-marmont-gucci-handbag-40067438.shtml
Vest Barbour Green size S International in Polyester - 42771038,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-polyester-barbour-jacket-42771038-1_2.jpg",Men,Clothing,Jackets,Barbour,Very good condition,Polyester,Green,S International,"United States, from the seller Wonil",42771038,$53.90,,https://www.vestiairecollective.com/men-clothing/jackets/barbour/green-polyester-barbour-jacket-42771038.shtml
Leather small bag Saint Laurent Black in Leather - 42543004,2024-03-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-saint-laurent-small-bag-42543004-1_2.jpg",Men,Bags,"Small bags, wallets & cases",Saint Laurent,"Never worn, with tag",Leather,Black,"United States, from the seller queenbee",42543004,,$310,$295,https://www.vestiairecollective.com/men-bags/small-bags-wallets-cases/saint-laurent/black-leather-saint-laurent-small-bag-42543004.shtml
Jersey top Gucci Black size M International in Cotton - 42814018,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-gucci-top-42814018-1_2.jpg",Women,Clothing,Tops,Gucci,"Never worn, with tag",Cotton,Black,M International,"United States, from the seller Jennifer",42814018,$946,,https://www.vestiairecollective.com/women-clothing/tops/gucci/black-cotton-gucci-top-42814018.shtml
Wool bermuda Fendi Brown size 2 years - until 34 inches UK in Wool - 39381511,2023-12-09,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-wool-fendi-shorts-39381511-1_2.jpg",Kids,Boys,Shorts,Fendi,Very good condition,Wool,Brown,2 years - until 34 inches UK,"United States, from the seller danielle",39381511,$165,$129.80,https://www.vestiairecollective.com/kids-boys/shorts/fendi/brown-wool-fendi-shorts-39381511.shtml
Sunglasses Ray-Ban Black in Plastic - 40731407,2024-01-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-plastic-ray-ban-sunglasses-40731407-1_2.jpg",Kids,Accessories,Sunglasses,Ray-Ban,Very good condition,Plastic,Black,"United States, from the seller Irfan",40731407,,$71.50,,https://www.vestiairecollective.com/kids-accessories/sunglasses/ray-ban/black-plastic-ray-ban-sunglasses-40731407.shtml
Leather jacket Miu Miu Pink size 38 IT in Leather - 42410907,2024-03-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-leather-miu-miu-jacket-42410907-1_2.jpg",Women,Clothing,Jackets,Miu Miu,Very good condition,Leather,Pink,38 IT,Vintage,"United States, from the seller Ashley",$202.40,,https://www.vestiairecollective.com/women-clothing/jackets/miu-miu/pink-leather-miu-miu-jacket-42410907.shtml
Bamboo cloth satchel Gucci Brown in Cloth - 42601606,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-bamboo-gucci-handbag-42601606-1_2.jpg",Women,Bags,Handbags,Gucci,Bamboo,Very good condition,Cloth,Brown,Vintage,"United States, from the seller mary",$605,,https://www.vestiairecollective.com/women-bags/handbags/gucci/brown-cloth-bamboo-gucci-handbag-42601606.shtml
Leather bag & pencil case Gucci Red in Leather - 41142053,2024-02-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-gucci-bag-pencil-case-41142053-1_2.jpg",Kids,Accessories,Bags & Pencil cases,Gucci,Very good condition,Leather,Red,"United States, from the seller Provenance",41142053,,$247,,https://www.vestiairecollective.com/kids-accessories/bags-pencil-cases/gucci/red-leather-gucci-bag-pencil-case-41142053.shtml
Leather flats Gabriela Hearst Black size 35 EU in Leather - 42723278,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gabriela-hearst-flats-42723278-2_3.jpg",Women,Shoes,Flats,Gabriela Hearst,Very good condition,Leather,Black,35 EU,"United States, from the seller Alexandra",42723278,$177.10,$108.90,https://www.vestiairecollective.com/women-shoes/flats/gabriela-hearst/black-leather-gabriela-hearst-flats-42723278.shtml
Leather bag & pencil case Louis Vuitton Brown in Leather - 41550317,2024-02-20,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-louis-vuitton-bag-pencil-case-41550317-1_2.jpg",Kids,Accessories,Bags & Pencil cases,Louis Vuitton,Very good condition,Leather,Brown,"United States, from the seller Provenance",41550317,,$397,,https://www.vestiairecollective.com/kids-accessories/bags-pencil-cases/louis-vuitton/brown-leather-louis-vuitton-bag-pencil-case-41550317.shtml
Leather handbag Schiaparelli Red in Leather - 42771815,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-schiaparelli-handbag-42771815-1_1.jpg",Women,Bags,Handbags,Schiaparelli,Very good condition,Leather,Red,Vestiaire Collective United States,42771815,,"$4,180","$2,475",https://www.vestiairecollective.com/women-bags/handbags/schiaparelli/red-leather-schiaparelli-handbag-42771815.shtml
Leather travel bag Guidi Black in Leather - 42505705,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-guidi-bag-42505705-1_2.jpg",Men,Bags,Bags,Guidi,Very good condition,Leather,Black,"United States, from the seller Russell",42505705,,$401.50,,https://www.vestiairecollective.com/men-bags/bags/guidi/black-leather-guidi-bag-42505705.shtml
Snapshot leather crossbody bag Marc Jacobs Navy in Leather - 42788596,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-leather-snapshot-marc-jacobs-handbag-42788596-1_4.jpg",Women,Bags,Handbags,Marc Jacobs,Snapshot,Very good condition,Leather,Navy,"United States, from the seller Elen Hovsepyan",42788596,$253,,https://www.vestiairecollective.com/women-bags/handbags/marc-jacobs/navy-leather-snapshot-marc-jacobs-handbag-42788596.shtml
Sylvie leather crossbody bag Gucci Black in Leather - 42694219,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-sylvie-gucci-handbag-42694219-1_2.jpg",Women,Bags,Handbags,Gucci,Sylvie,Good condition,Leather,Black,"United States, from the seller luxedh",42694219,$765,$689,https://www.vestiairecollective.com/women-bags/handbags/gucci/black-leather-sylvie-gucci-handbag-42694219.shtml
Pallas leather handbag Louis Vuitton Brown in Leather - 42806577,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-pallas-louis-vuitton-handbag-42806577-1_3.jpg",Women,Bags,Handbags,Louis Vuitton,Pallas,Very good condition,Leather,Brown,"Italy, from the seller Federica",42806577,"$2,010.66",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-pallas-louis-vuitton-handbag-42806577.shtml
Bow bag leather handbag Miu Miu Green in Leather - 42812591,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-leather-bow-bag-miu-miu-handbag-42812591-1_4.jpg",Women,Bags,Handbags,Miu Miu,Bow bag,Never worn,Leather,Green,"Italy, from the seller Giulia",42812591,$622.66,,https://www.vestiairecollective.com/women-bags/handbags/miu-miu/green-leather-bow-bag-miu-miu-handbag-42812591.shtml
Aurelien leather low trainers Christian Louboutin Black size 42 EU in Leather - 41681419,2024-02-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-aurelien-christian-louboutin-trainers-41681419-1_3.jpg",Men,Shoes,Trainers,Christian Louboutin,Aurelien,Good condition,Leather,Black,42 EU,"United States, from the seller Maximus",$319,$242,https://www.vestiairecollective.com/men-shoes/trainers/christian-louboutin/black-leather-aurelien-christian-louboutin-trainers-41681419.shtml
T-shirt Ami White size XL International in Cotton - 40106761,2024-01-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-ami-t-shirt-40106761-2_5.jpg",Men,Clothing,T-shirts,Ami,Never worn,Cotton,White,XL International,"United States, from the seller Robert",40106761,$132,$99,https://www.vestiairecollective.com/men-clothing/t-shirts/ami/white-cotton-ami-t-shirt-40106761.shtml
Leather flats Gucci Black size 30 FR in Leather - 36714666,2023-09-17,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-flats-36714666-1_4.jpg",Kids,Shoes,Flats,Gucci,Never worn,Leather,Black,30 FR,"United States, from the seller angela",36714666,$283.80,$248.60,https://www.vestiairecollective.com/kids-shoes/flats/gucci/black-leather-gucci-flats-36714666.shtml
Marmont leather sandal Gucci Red size 36.5 EU in Leather - 40835868,2024-01-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-marmont-gucci-sandals-40835868-1_3.jpg",Women,Shoes,Sandals,Gucci,Marmont,"Never worn, with tag",Leather,Red,36.5 EU,"United States, from the seller Sophie",$495,$470,https://www.vestiairecollective.com/women-shoes/sandals/gucci/red-leather-marmont-gucci-sandals-40835868.shtml
Corset D&G Blue size XS International in Denim - Jeans - 42806371,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-denim-jeans-dg-top-42806371-1_2.jpg",Women,Clothing,Tops,D&G,"Never worn, with tag",Denim - Jeans,Blue,XS International,"United Kingdom, from the seller gabriela",42806371,$604.76,,https://www.vestiairecollective.com/women-clothing/tops/dg/blue-denim-jeans-dg-top-42806371.shtml
Leather trainers Isabel Marant Brown size 38 EU in Leather - 42813722,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-isabel-marant-trainers-42813722-1_2.jpg",Women,Shoes,Trainers,Isabel Marant,Very good condition,Leather,Brown,38 EU,"Germany, from the seller Vite",42813722,$277.60,,https://www.vestiairecollective.com/women-shoes/trainers/isabel-marant/brown-leather-isabel-marant-trainers-42813722.shtml
Cloth boots Balenciaga Other size 10 US in Cloth - 42031218,2024-03-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/other-cloth-balenciaga-boots-42031218-1_3.jpg",Men,Shoes,Boots,Balenciaga,Never worn,Cloth,Other,10 US,Vintage,"United States, from the seller karen",$467.50,$338.80,https://www.vestiairecollective.com/men-shoes/boots/balenciaga/other-cloth-balenciaga-boots-42031218.shtml
Air jordan 1 leather high trainers JORDAN Yellow size 9 US in Leather - 42718728,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/yellow-leather-air-jordan-1-jordan-trainers-42718728-2_4.jpg",Men,Shoes,Trainers,JORDAN,Air Jordan 1,Never worn,Leather,Yellow,9 US,"United States, from the seller lee",$165,,https://www.vestiairecollective.com/men-shoes/trainers/jordan/yellow-leather-air-jordan-1-jordan-trainers-42718728.shtml
Silk bra Carine Gilson Black in Silk - 42725018,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-silk-carine-gilson-lingerie-42725018-1_4.jpg",Women,Clothing,Lingerie,Carine Gilson,Very good condition,Silk,Black,"United States, from the seller Susan",42725018,,$295.90,$198,https://www.vestiairecollective.com/women-clothing/lingerie/carine-gilson/black-silk-carine-gilson-lingerie-42725018.shtml
Elsa peretti silver necklace Tiffany & Co Silver in Silver - 42659642,2024-03-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/silver-silver-elsa-peretti-tiffany-co-necklace-42659642-1_3.jpg",Women,Jewellery,Necklaces,Tiffany & Co,Elsa Peretti,Very good condition,Silver,Silver,"United States, from the seller Online shop",42659642,$218.90,,https://www.vestiairecollective.com/women-jewellery/necklaces/tiffany-co/silver-silver-elsa-peretti-tiffany-co-necklace-42659642.shtml
Trousers The Row Navy size 2 US in Viscose - 39641205,2023-12-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-viscose-the-row-trousers-39641205-1_1.jpg",Women,Clothing,Trousers,The Row,Very good condition,Viscose,Navy,2 US,Vestiaire Collective United States,39641205,$302,$200,https://www.vestiairecollective.com/women-clothing/trousers/the-row/navy-viscose-the-row-trousers-39641205.shtml
Trousers Burberry Black size 4 ans - jusqu'à 102cm FR in Polyester - 40007926,2024-01-03,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-polyester-burberry-trousers-40007926-2_4.jpg",Kids,Girls,Trousers,Burberry,"Never worn, with tag",Polyester,Black,4 ans - jusqu'à 102cm FR,"United States, from the seller Lux",40007926,$165,$126.50,https://www.vestiairecollective.com/kids-girls/trousers/burberry/black-polyester-burberry-trousers-40007926.shtml
Speedy leather handbag Louis Vuitton Brown in Leather - 42782592,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-speedy-louis-vuitton-handbag-42782592-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Speedy,Very good condition,Leather,Brown,"United States, from the seller alessandra",42782592,$605,$484,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-speedy-louis-vuitton-handbag-42782592.shtml
Alpha messenger leather bag Louis Vuitton Black in Leather - 41647089,2024-02-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-alpha-messenger-louis-vuitton-bag-41647089-1_2.jpg",Men,Bags,Bags,Louis Vuitton,Alpha Messenger,Good condition,Leather,Black,"United States, from the seller Pann",41647089,$843.70,$697.40,https://www.vestiairecollective.com/men-bags/bags/louis-vuitton/black-leather-alpha-messenger-louis-vuitton-bag-41647089.shtml
