Name,onine_since,Image,categories,Category,Sub-category,Designer,Condition,Material,Color,Size,Location,Reference,Price,price_with_discount,Link
Shirt Prada Blue size 17.5 UK ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-prada-shirt-42804505-1_3.jpg",Men,Clothing,Shirts,Prada,Very good condition,Cotton,Blue,17.5 UK - US (tour de cou / collar),"Poland, from the seller Hleb",42804505,$115.50,,https://www.vestiairecollective.com/men-clothing/shirts/prada/blue-cotton-prada-shirt-42804505.shtml
Mombasa leather crossbody bag Yves Saint Laurent Black in Leather ,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-mombasa-yves-saint-laurent-handbag-42710635-1_2.jpg",Women,Bags,Handbags,Yves Saint Laurent,Mombasa,Very good condition,Leather,Black,Vintage,"United States, from the seller Stefany Bags",$299,$279,https://www.vestiairecollective.com/women-bags/handbags/yves-saint-laurent/black-leather-mombasa-yves-saint-laurent-handbag-42710635.shtml
Chocolate leather flats Prada Silver size 36 EU in Leather ,2024-03-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/silver-leather-chocolate-prada-flats-42684907-1_2.jpg",Women,Shoes,Flats,Prada,chocolate,"Never worn, with tag",Leather,Silver,36 EU,"United States, from the seller Lux",$990,$935,https://www.vestiairecollective.com/women-shoes/flats/prada/silver-leather-chocolate-prada-flats-42684907.shtml
Sunglasses Louis Vuitton Multicolour in Plastic ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-plastic-louis-vuitton-sunglasses-42751020-1_4.jpg",Men,Accessories,Sunglasses,Louis Vuitton,"Never worn, with tag",Plastic,Multicolour,"United States, from the seller Kanara",42751020,,$495,,https://www.vestiairecollective.com/men-accessories/sunglasses/louis-vuitton/multicolour-plastic-louis-vuitton-sunglasses-42751020.shtml
Pocket leather tote Burberry Black in Leather ,2023-10-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-pocket-burberry-handbag-37762299-1_1.jpg",Women,Bags,Handbags,Burberry,Pocket,Very good condition,Leather,Black,Vestiaire Collective United States,37762299,$840,,https://www.vestiairecollective.com/women-bags/handbags/burberry/black-leather-pocket-burberry-handbag-37762299.shtml
Leather high trainers Gucci Multicolour size 9 UK in Leather ,2024-02-15,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-leather-gucci-trainers-41399796-1_2.jpg",Men,Shoes,Trainers,Gucci,Never worn,Leather,Multicolour,9 UK,"United States, from the seller veronica",41399796,$385,$330,https://www.vestiairecollective.com/men-shoes/trainers/gucci/multicolour-leather-gucci-trainers-41399796.shtml
Super king leather trainers Dolce & Gabbana Other size 39 EU in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/other-leather-super-king-dolce-gabbana-trainers-42806227-1_3.jpg",Women,Shoes,Trainers,Dolce & Gabbana,Super King,Good condition,Leather,Other,39 EU,"Austria, from the seller Ajla",$356.73,,https://www.vestiairecollective.com/women-shoes/trainers/dolce-gabbana/other-leather-super-king-dolce-gabbana-trainers-42806227.shtml
Cloth handbag Dior Black in Cloth ,2024-03-13,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cloth-dior-handbag-42284219-1_2.jpg",Women,Bags,Handbags,Dior,Fair condition,Cloth,Black,Vintage,"United States, from the seller Daniel",42284219,$154,,https://www.vestiairecollective.com/women-bags/handbags/dior/black-cloth-dior-handbag-42284219.shtml
Medium shopping bag vegan leather handbag Telfar Brown in Vegan leather ,2023-12-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-vegan-leather-medium-shopping-bag-telfar-handbag-39288690-1_4.jpg",Women,Bags,Handbags,Telfar,Medium Shopping Bag,"Never worn, with tag",Vegan leather,Brown,"United States, from the seller Mary",39288690,$537.90,$471.90,https://www.vestiairecollective.com/women-bags/handbags/telfar/brown-vegan-leather-medium-shopping-bag-telfar-handbag-39288690.shtml
Leather sandals Rick Owens Black size 10 US in Leather ,2024-03-04,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-rick-owens-sandals-41988970-1_1.jpg",Men,Shoes,Sandals,Rick Owens,Very good condition,Leather,Black,10 US,Vestiaire Collective United States,41988970,$246.47,,https://www.vestiairecollective.com/men-shoes/sandals/rick-owens/black-leather-rick-owens-sandals-41988970.shtml
Boots Gucci Blue size 12 US in Rubber ,2023-11-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-rubber-gucci-boots-38901914-1_2.jpg",Kids,Shoes,Boots,Gucci,Never worn,Rubber,Blue,12 US,"United States, from the seller Hotter Cooler",38901914,$136.40,,https://www.vestiairecollective.com/kids-shoes/boots/gucci/blue-rubber-gucci-boots-38901914.shtml
Grenoble jacket Moncler Black size 4 0,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-polyester-grenoble-moncler-jacket-42806825-1.jpg",Women,Clothing,Jackets,Moncler,Grenoble,"Never worn, with tag",Polyester,Black,4 0-5,"United States, from the seller christine",$552.14,,https://www.vestiairecollective.com/women-clothing/jackets/moncler/black-polyester-grenoble-moncler-jacket-42806825.shtml
Jacket Gucci Red size 2 years ,2024-01-09,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-cotton-gucci-jacket-coat-40217418-1_4.jpg",Kids,Boys,Jackets & Coats,Gucci,"Never worn, with tag",Cotton,Red,2 years - until 34 inches UK,"United States, from the seller Ben",Private sale,$324.50,$284.90,https://www.vestiairecollective.com/kids-boys/jackets-coats/gucci/red-cotton-gucci-jacket-coat-40217418.shtml
Velvet flats Yves Saint Laurent Green size 8 US in Velvet ,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-velvet-yves-saint-laurent-flats-42585728-1_2.jpg",Women,Shoes,Flats,Yves Saint Laurent,Very good condition,Velvet,Green,8 US,Vintage,"United States, from the seller Provenance",$97,,https://www.vestiairecollective.com/women-shoes/flats/yves-saint-laurent/green-velvet-yves-saint-laurent-flats-42585728.shtml
Cloth wallet Louis Vuitton Brown in Cloth ,2024-03-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-louis-vuitton-wallet-42563068-1_2.jpg",Women,Accessories,Wallets,Louis Vuitton,Very good condition,Cloth,Brown,Vintage,"United States, from the seller Stephanie",42563068,$192.50,$148.50,https://www.vestiairecollective.com/women-accessories/wallet/louis-vuitton/brown-cloth-louis-vuitton-wallet-42563068.shtml
Leather handbag Burberry Black in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-burberry-handbag-42813621-1_2.jpg",Women,Bags,Handbags,Burberry,"Never worn, with tag",Leather,Black,"United States, from the seller Chelsea",42813621,,$605,,https://www.vestiairecollective.com/women-bags/handbags/burberry/black-leather-burberry-handbag-42813621.shtml
Mademoiselle leather handbag Chanel Black in Leather ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-mademoiselle-chanel-handbag-42783407-1_1.jpg",Women,Bags,Handbags,Chanel,Mademoiselle,Very good condition,Leather,Black,Vestiaire Collective United States,42783407,"$1,303.68",,https://www.vestiairecollective.com/women-bags/handbags/chanel/black-leather-mademoiselle-chanel-handbag-42783407.shtml
Silk scarf Hermès Navy in Silk ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-silk-hermes-scarf-42813496-1_2.jpg",Women,Accessories,Scarves,Hermès,Good condition,Silk,Navy,"Japan, from the seller brandear",42813496,,$211,,https://www.vestiairecollective.com/women-accessories/scarves/hermes/navy-silk-hermes-scarf-42813496.shtml
Alma leather tote Louis Vuitton Brown in Leather ,2023-12-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-alma-louis-vuitton-handbag-39793572-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Alma,Very good condition,Leather,Brown,"United States, from the seller Coco",39793572,"$1,145",$973,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-alma-louis-vuitton-handbag-39793572.shtml
Speedy leather handbag Louis Vuitton Brown in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-speedy-louis-vuitton-handbag-42804857-1_3.jpg",Women,Bags,Handbags,Louis Vuitton,Speedy,Very good condition,Leather,Brown,"Austria, from the seller Karin",42804857,"$1,167.48","$1,037.76",https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-speedy-louis-vuitton-handbag-42804857.shtml
Tote Prada Navy in Denim ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-denim-jeans-prada-handbag-42813493-1_2.jpg",Women,Bags,Handbags,Prada,Fair condition,Denim - Jeans,Navy,"Japan, from the seller brandear",42813493,,$211,,https://www.vestiairecollective.com/women-bags/handbags/prada/navy-denim-jeans-prada-handbag-42813493.shtml
Samba faux fur trainers Adidas Brown size 38 EU in Faux fur ,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-faux-fur-samba-adidas-trainers-42658187-1_2.jpg",Women,Shoes,Trainers,Adidas,Samba,"Never worn, with tag",Faux fur,Brown,38 EU,"United States, from the seller Jan",$957,$543.40,https://www.vestiairecollective.com/women-shoes/trainers/adidas/brown-faux-fur-samba-adidas-trainers-42658187.shtml
Wool pull Kapital Green size L International in Wool ,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-wool-kapital-knitwear-sweatshirt-42625087-1_2.jpg",Men,Clothing,Knitwear & Sweatshirts,Kapital,Very good condition,Wool,Green,L International,"United States, from the seller Turi",42625087,$251.90,,https://www.vestiairecollective.com/men-clothing/knitwear-sweatshirts/kapital/green-wool-kapital-knitwear-sweatshirt-42625087.shtml
